,country,province,region_1,region_2,winery
75471,US,Washington,Columbia Valley (WA),Columbia Valley,Blue Pirate
75512,US,California,Napa Valley,Napa,Maxville
75517,US,California,Santa Lucia Highlands,Central Coast,Prim Family
75524,Italy,Piedmont,Gattinara,,Anzivino
75531,US,California,Anderson Valley,,Domaine Saint Gregory
75532,US,California,Edna Valley,Central Coast,Chimere
75534,France,Rhône Valley,Clairette de Die Méthode Dioise Ancestrale,,Alain Poulet
75546,US,California,Monterey County,Central Coast,Monterey Vineyard
75603,US,California,Arroyo Grande Valley,Central Coast,Rancho Arroyo Grande
75617,France,Bordeaux,Sauternes,,Château Clos Haut-Peyraguey
75667,US,California,Sta. Rita Hills,Central Coast,Thorne
75668,US,California,Napa Valley,Napa,Azalea Springs
75738,Italy,Tuscany,Rosso di Montepulciano,,Tenuta Il Faggeto
75749,US,California,Napa Valley,Napa,Stratton Lummis
75754,US,California,Santa Barbara County,Central Coast,Tres Hermanas
75758,Italy,Sicily & Sardinia,Etna,,Calabretta
75776,France,Burgundy,Mâcon Chaintré,,Domaine des Rochers
75781,France,Burgundy,Chablis,,Jacques Bourguignon
75790,US,California,Arroyo Grande Valley,Central Coast,Sage Road
75814,France,France Other,Vin de France,,Vignobles Despagne
75816,Georgia,Kakheti,,,Vita Vinea
75825,France,Bordeaux,Pomerol,,Château Certan-Marzelle
75845,New Zealand,Waipara,,,Muddy Water
75857,Australia,Western Australia,Mount Barker & Margaret River,,Sandalford
75860,US,California,Russian River Valley,Sonoma,Loxton
75861,Australia,Victoria,Victoria,,Cheviot Bridge
75875,France,Bordeaux,Médoc,,Château Haut Barrail
75876,France,Bordeaux,Castillon Côtes de Bordeaux,,Château Lamour
75901,Italy,Piedmont,Colline Novaresi,,Ca'nova
75916,US,California,Ballard Canyon,Central Coast,Harrison Clarke
75989,France,Rhône Valley,Côtes du Rhône,,La Bouvaude
76009,US,California,Napa Valley,Napa,Colgin
76027,France,Bordeaux,Pomerol,,Clos du Canton des Ormeaux
76029,Spain,Catalonia,Cava,,Gramona
76057,Italy,Tuscany,Toscana,,Conti di Sn Bonifacio
76079,US,California,Yorkville Highlands,North Coast,Theopolis
76092,France,Bordeaux,Saint-Émilion,,Château Grand Corbin
76104,US,California,Alexander Valley,Sonoma,Skipstone
76105,US,California,Napa Valley,Napa,The Grade
76120,France,Bordeaux,Montagne-Saint-Émilion,,Château Bonfort
76121,France,Bordeaux,Côtes de Bourg,,Château Guerry
76122,France,Bordeaux,Bordeaux,,Château les Arromans
76162,France,Languedoc-Roussillon,Pays d'Oc,,Pierre Qui Roule
76168,France,Bordeaux,Blaye Côtes de Bordeaux,,Château Haut Colombier
76171,Spain,Northern Spain,Cariñena,,Marqués de Almonacid
76188,France,Bordeaux,Bordeaux,,Château Tour de Luchey
76189,US,California,Napa County,Napa,Thomas Henry
76216,Australia,Tasmania,Tasmania,,Tolpuddle
76235,Spain,Catalonia,Cava,,Chapillon
76245,Italy,Tuscany,Toscana,,Mazzoni
76256,Spain,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada,,Al Zagal
76262,US,California,Napa Valley,Napa,Richard Partridge
76294,France,Rhône Valley,Châteauneuf-du-Pape,,Domaine de Fontavin
76302,Spain,Spanish Islands,Vi de la Terra Mallorca,,Plumia
76324,France,Bordeaux,Pauillac,,La Rose de Pauillac
76337,France,Bordeaux,Bordeaux Supérieur,,Chateau Auguste
76343,Spain,Levante,Valencia,,Medulas
76347,Germany,Mosel,,,Franzen
76352,Argentina,Mendoza Province,Mendoza,,Gaucho Club
76362,Italy,Veneto,Prosecco,,Gionelli
76380,Spain,Central Spain,Vino de la Tierra de Castilla,,Bodegas Recuero
76446,US,California,St. Helena,Napa,Varozza
76453,France,Languedoc-Roussillon,Coteaux du Languedoc-Pézenas,,Domaine La Tour Penedesses
76500,Portugal,Alentejano,,,Logowines
76501,Argentina,Mendoza Province,Mendoza,,Medanos
76505,France,Provence,Vin de Pays Var,,Domaines de Provence
76509,France,Bordeaux,Haut-Médoc,,Château Cap l'Ousteau
76544,France,Bordeaux,Médoc,,Château Haut-Maurac
76618,US,Oregon,Willamette Valley,Willamette Valley,Huett
76691,France,Burgundy,Mâcon La Roche Vineuse,,Domaine Normand
76695,Italy,Sicily & Sardinia,Cannonau di Sardegna,,Boccantino
76697,Australia,Australia Other,South Eastern Australia,,19 Crimes
76706,Argentina,Mendoza Province,Mendoza,,Deumayen
76729,Italy,Central Italy,Romagna,,Trerè
76733,France,Champagne,Champagne,,Camille Savès
76791,France,Rhône Valley,Côtes du Rhône,,Les Dauphins
76813,France,France Other,Arbois,,Michel Tissot
76820,France,Alsace,Alsace,,Seppi Landmann
76840,Spain,Northern Spain,Rueda,,4R4U
76844,France,Burgundy,Nuits-St.-Georges,,Laroze de Drouhin
76849,US,New York,Lake Erie,Finger Lakes,Mazza Vineyards
76858,Italy,Veneto,Valpolicella Superiore Ripasso,,Cantina Sociale della Valpantena
76881,Germany,Baden,,,Ziereisen
76909,Mexico,Valle de Guadalupe,,,Paralelo
76910,Italy,Central Italy,Sangiovese di Romagna Superiore,,Poderi dal Nespoli 1929
76925,US,California,Santa Ynez Valley,Central Coast,Pegasus Estate
76929,Portugal,Douro,,,Quinta do Vale Bragão
76951,Argentina,Mendoza Province,La Consulta,,El Hijo
76956,Spain,Northern Spain,Ribera del Duero,,Bodegas Alejandro Fernandez
76965,France,Bordeaux,Saint-Émilion,,Sanctus
76967,France,Rhône Valley,Châteauneuf-du-Pape,,Les Vignes d'Alexandre
76973,France,Bordeaux,Saint-Estèphe,,Château Beau-Site
76978,Portugal,Dão,,,Druida
77027,Chile,Itata Valley,,,Männle
77109,US,California,Cucamonga Valley,South Coast,Galleano
77110,France,Bordeaux,Sainte-Foy Bordeaux,,Château le Pré de la Lande
77117,US,California,Napa Valley,Napa,Carrefour
77121,France,Bordeaux,Côtes de Bordeaux,,Château Latour Camblanes
77122,Spain,Northern Spain,Calatayud,,Cruz de Piedra
77148,France,Bordeaux,Saint-Émilion,,Château d'Arcole
77149,France,Beaujolais,Juliénas,,Château de Juliénas
77185,US,California,California,California Other,Tooth and Nail
77206,Italy,Piedmont,Barolo,,Brangero
77246,France,Beaujolais,Chénas,,Domaine de Côtes Rémont
77256,US,California,Sta. Rita Hills,Central Coast,Peake Ranch
77268,US,Washington,Yakima Valley,Columbia Valley,Samson
77274,US,Washington,Columbia Valley (WA),Columbia Valley,City Limits
77293,France,Burgundy,Savigny-lès-Beaune,,Domaine Michel et Joanna Ecard
77371,Spain,Catalonia,Cava,,Galda
77381,Greece,Drama,,,Ktima Pavlidis
77409,France,Bordeaux,Pessac-Léognan,,Domaine Clarence Dillon
77422,Spain,Northern Spain,Bierzo,,Ribas del Cúa
77445,France,Bordeaux,Pauillac,,Château la Fleur Peyrabon
77490,South Africa,Wellington,,,Bosman Family Vineyards
77492,South Africa,Wellington,,,Doolhof
77511,Chile,Maipo Valley,,,Intriga
77530,Austria,Niederösterreich,,,Familie Zull
77548,US,California,Napa Valley,Napa,Backstage Winery
77550,Italy,Lombardy,Lugana,,Cà Maiol
77551,US,California,Carneros,Napa-Sonoma,Calla Lily
77593,France,Provence,Côtes de Provence,,Domaine du Dragon
77597,France,Provence,Côtes de Provence,,Vignerons de Correns
77624,US,California,Napa Valley,Napa,Pininfarina
77626,Germany,Nahe,,,Schloss Wallhausen
77630,Italy,Sicily & Sardinia,Etna,,I Vigneri
77646,France,Bordeaux,Saint-Émilion,,Château Fonroque
77661,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,Brunori
77682,South Africa,Stellenbosch,,,Gilga
77686,Spain,Northern Spain,Cigales,,Calderona
77691,Australia,Tasmania,Tasmania,,Pipers Brook Vineyard Estate
77694,US,New York,Finger Lakes,Finger Lakes,Logan Ridge
77697,Australia,South Australia,McLaren Vale,,Morgan Simpson
77698,Australia,Australia Other,South Eastern Australia,,Nardone Baker
77704,Hungary,Villány,,,Malatinszky
77707,Argentina,Mendoza Province,,,Calzo
77709,Australia,Australia Other,South Eastern Australia,,Kelly's Revenge
77716,Hungary,Eger,,,Áldás
77717,US,California,Central Coast,Central Coast,Angel Juice
77725,US,California,Napa Valley,Napa,Reid Family Vineyards
77748,Italy,Southern Italy,Taurasi,,Il Cancelliere
77767,Spain,Northern Spain,Valdeorras,,Pagos del Galir
77776,France,Bordeaux,Saint-Émilion,,Château Boutisse
77796,Australia,South Australia,McLaren Vale,,Wit's End
77803,Germany,Mosel,,,Nollen
77853,Argentina,Mendoza Province,Mendoza,,Mountain Door
77860,Spain,Catalonia,Penedès,,Terraprima
77864,France,Bordeaux,Bordeaux,,Château Cinc-Hilhs
77865,France,Bordeaux,Bordeaux Supérieur,,Château de Brague
77869,France,Bordeaux,Bordeaux Blanc,,Despagne
77899,Italy,Tuscany,Chianti Classico,,Le Regge
77924,US,California,California,California Other,Grand Pacific
77933,US,Idaho,,,Hat Ranch
77938,France,Bordeaux,Médoc,,Château de Bensse
77939,France,Bordeaux,Haut-Médoc,,Château du Cartillon
78017,Germany,Franken,,,Graf von Schönborn
78020,Germany,Rheinhessen,,,Wagner-Stempel
78037,France,Beaujolais,Beaujolais-Villages,,Domaine Richard Rottiers
78072,Spain,Central Spain,Vino de la Tierra de Castilla,,Bodegas Real
78078,US,California,Red Hills Lake County,,La Famiglia
78081,Spain,Central Spain,Manchuela,,Viña Altaba
78088,France,Rhône Valley,Costières de Nîmes,,Château Vessière
78150,US,California,Spring Mountain District,Napa,Unum
78153,France,Loire Valley,Pouilly-Fumé,,Domaine Patrice Moreux
78165,France,Bordeaux,Bordeaux Blanc,,Château Goumin
78170,Spain,Catalonia,Montsant,,Faunus
78197,Chile,Curicó Valley,,,Puntí Ferrer
78218,US,Washington,Wahluke Slope,Columbia Valley,Côte Nicault
78241,US,California,Napa Valley,Napa,Brookman
78290,Italy,Piedmont,Barbera d'Asti,,Franco M. Martinetti
78328,US,California,Oakville,Napa,Stanton
78332,Italy,Southern Italy,Cirò Classico,,Ippolito 1845
78350,US,California,Santa Barbara County,Central Coast,Bevela
78381,Australia,South Australia,Padthaway,,Morambro Creek
78395,Italy,Tuscany,Toscana,,Bibi Graetz
78399,Australia,South Australia,Barossa Valley,,Ross Estate
78435,France,Bordeaux,Saint-Émilion,,Château Coutet Saint-Emilion
78465,France,Bordeaux,Bordeaux Blanc,,Château Bastor Lamontagne
78474,Spain,Northern Spain,Navarra,,Casita Mami
78476,France,Bordeaux,Graves,,Château Respide-Médeville
78489,Italy,Tuscany,Brunello di Montalcino,,Podere Canalino
78526,France,Bordeaux,Saint-Émilion,,Château la Chapelle aux Moines
78535,US,California,Santa Ynez Valley,Central Coast,Turchi
78546,France,Bordeaux,Castillon Côtes de Bordeaux,,Chateau Brisson
78631,US,Washington,Wahluke Slope,Columbia Valley,Mount Si
78635,Greece,Naoussa,,,Apanta
78685,France,Bordeaux,Côtes de Bourg,,Château Haut-Lansac
78686,France,Loire Valley,Sancerre,,Eric Cottat
78696,US,Arizona,Arizona,,Arizona Angel
78698,US,Oregon,Willamette Valley,Willamette Valley,Dragonfly Creek
78711,US,Arizona,Arizona,,Carlson Creek
78739,France,Bordeaux,Haut-Médoc,,Château Arnauld
78766,Italy,Tuscany,Chianti Colli Fiorentini,,La Querce
78796,US,California,Sta. Rita Hills,Central Coast,Sant Wines
78801,France,Beaujolais,Fleurie,,Villa Ponciago
78837,US,California,Santa Maria Valley,Central Coast,Small and Tall
78862,US,California,Contra Costa County,Central Coast,Cana
78883,US,California,Mokelumne River,Central Valley,Gatos Locos
78914,US,California,El Dorado,Sierra Foothills,Gold Hill
78918,US,California,California,California Other,Canyon Road
78919,Italy,Northeastern Italy,Delle Venezie,,Danzante
78932,Spain,Northern Spain,Campo de Borja,,Viña Collado
78937,US,California,Paso Robles,Central Coast,Pretty-Smith
78939,Australia,Victoria,Victoria,,Blue Pyrenees
78941,Australia,Australia Other,South Eastern Australia,,Goundrey
78948,France,Burgundy,Pouilly-Fuissé,,Sylvaine et Alain Normand
78949,Spain,Catalonia,Cava,,Valdelavia
78979,France,Loire Valley,Val de Loire,,Henry Brochard
79036,Argentina,Mendoza Province,Mendoza,,Nōmade
79054,Australia,Australia Other,Central Ranges,,Block 50
79096,US,California,Monterey County,Central Coast,Ronan
79121,US,California,Central Coast,Central Coast,Killer Juice
79175,US,California,Sonoma County,Sonoma,Bright Angel WInes
79184,France,Beaujolais,Beaujolais,,Château des Pertonnières
79218,Israel,Galilee,,,The Cave
79226,Italy,Piedmont,Barolo,,Le Cecche
79228,France,Rhône Valley,Côtes du Rhône Villages,,Château Signac
79232,Spain,Northern Spain,Rioja,,Solar de Libano
79249,France,Bordeaux,Bordeaux,,Château du Barry
79255,US,California,California,California Other,Craftsman
79301,US,California,California,California Other,Fortnight
79308,US,California,Russian River Valley,Sonoma,LJ Crafted Wines
79344,Mexico,Valle de Guadalupe,,,Casa de Piedra
79347,Argentina,Mendoza Province,Mendoza,,Coiron
79356,US,California,Suisun Valley,North Coast,GrapeHeart Vineyards
79394,US,California,California,California Other,Twisted Cedar
79418,France,Bordeaux,Bordeaux,,Château la Chapelle Maillard
79430,France,Loire Valley,Pouilly-Fumé,,De Ladoucette
79444,Spain,Galicia,Rías Baixas,,Viña Almirante
79445,Spain,Northern Spain,Ribera del Duero,,Vizcarra
79450,Italy,Piedmont,Barolo,,Borgogno Giacomo e Figli
79464,Italy,Southern Italy,Colli di Salerno,,Casa di Baal
79471,US,California,Alexander Valley,Sonoma,Denier-Handal
79478,Italy,Sicily & Sardinia,Sicilia,,Gurra di Mare
79479,US,California,Alexander Valley,Sonoma,Handal-Denier
79509,France,Bordeaux,Castillon Côtes de Bordeaux,,Château Alcée
79553,US,California,Sonoma Coast,Sonoma,Daniel Wines
79577,US,Michigan,Old Mission Peninsula,,Villa Mari
79596,France,Bordeaux,Saint-Croix-du-Mont,,Chateau la Rame
79635,US,California,Napa Valley,Napa,Penché
79656,France,Bordeaux,Saint-Émilion,,Château Capet-Guillier
79660,Italy,Piedmont,Alta Langa,,Cocchi
79694,US,California,California,California Other,Ten Mile
79710,US,California,California,California Other,Blanc de Bleu
79712,Chile,Maipo Valley,,,Teillery
79713,US,Texas,Texas,,Fiesta Winery
79731,Germany,Mosel,,,HigHDef
79791,Portugal,Port,,,Quinta da Devesa
79797,US,California,San Luis Obispo County,Central Coast,Siot
79809,France,Bordeaux,Bordeaux Blanc,,Château Platon
79821,US,Oregon,Willamette Valley,Willamette Valley,Eugene Wine Cellars
79823,Italy,Veneto,Bardolino Chiaretto,,Giovanna Tantini
79849,France,Bordeaux,Bordeaux,,Château Vieil Orme
79851,US,California,Napa Valley,Napa,Heibel Ranch
79883,France,Rhône Valley,Côtes du Rhône,,H to H
79898,US,California,Napa Valley,Napa,D-Cubed Cellars
79917,US,Washington,Yakima Valley,Columbia Valley,Capstone Cellars
79937,Spain,Northern Spain,Rioja,,Maset del Lleó
79949,US,California,Oakville,Napa,Croze
79950,Argentina,Other,Famatina Valley,,Valle de la Puerta
79955,Italy,Veneto,Soave Classico,,Cambrago
79964,Greece,Patras,,,Kouros
79966,France,Languedoc-Roussillon,Minervois,,Mas des Mas
79970,Spain,Spain Other,Spain,,Beldui
79979,US,Virginia,Virginia,,Gadino
80051,US,California,Sonoma Coast,Sonoma,Three Fat Guys
80071,US,California,Howell Mountain,Napa,Bjorn
80130,US,Washington,Columbia Valley (WA),Columbia Valley,Whitestone
80150,Italy,Central Italy,Montepulciano d'Abruzzo,,Codice Citra
80157,Portugal,Colares,,,Adega Viuva Gomes
80163,South Africa,Western Cape,,,Quiet Resolve
80171,Italy,Veneto,Soave,,Montecrocetta
80176,Italy,Veneto,Soave,,Portinari
80182,Italy,Veneto,Soave,,Collis
80201,Australia,South Australia,McLaren Vale,,Nine Stones
80223,Chile,Maule Valley,,,Imperial
80246,Spain,Levante,Valencia,,Pluvium
80248,France,Bordeaux,Bordeaux,,Château La Rose Gadys
80260,France,Rhône Valley,Côtes du Rhône,,Château Beauchêne
80263,Spain,Spain Other,Spain,,Earth Wise
80265,France,Bordeaux,Bordeaux Supérieur,,Château Beausoleil
80267,France,Bordeaux,Bordeaux,,Château Vieux Manoir
80274,Spain,Spain Other,Spain,,Bodegas Alanís
80288,France,Bordeaux,Pessac-Léognan,,Château d'Eck
80289,France,Bordeaux,Margaux,,Château la Tour de Mons
80290,France,Bordeaux,Médoc,,Château les Ormes Sorbet
80292,France,Bordeaux,Haut-Médoc,,Châteu Giscours
80308,US,Virginia,Virginia,,Dry Mill
80312,US,California,Sonoma County,Sonoma,Lucky Rock Wine Co.
80324,Italy,Piedmont,Barbaresco,,Rigo Filippo - Ai Rabaj
80369,Italy,Piedmont,Moscato d'Asti,,Risata
80370,US,California,Carneros,Napa-Sonoma,Rocking K
80385,Mexico,Valle de Guadalupe,,,Dubacano
80386,Mexico,Valle de Guadalupe,,,Ernesto Camou y Camou
80392,US,California,Sonoma Valley,Sonoma,Trios
80411,US,California,Napa Valley,Napa,Carver Sutro
80422,France,Bordeaux,Bordeaux Supérieur,,Clos Monicord
80438,France,Bordeaux,Graves,,Château Graville-Lacoste
80440,Italy,Tuscany,Brunello di Montalcino,,Colombaio
80447,Spain,Northern Spain,Bierzo,,Paixar
80493,Germany,Mosel,,,Urban
80518,France,Rhône Valley,Côte Rôtie,,Domaine de Bonserine
80534,US,California,Sta. Rita Hills,Central Coast,Antonio Patric
80599,Germany,Ahr,,,Meyer-Näkel
80641,France,Bordeaux,Haut-Médoc,,Château de Camensac
80650,Australia,New South Wales,Hunter Valley,,Peter Howland
80678,Italy,Southern Italy,Fiano di Avellino,,Ciro Picariello
80734,France,Languedoc-Roussillon,Coteaux du Languedoc,,Domaine de Familongue
80765,France,Bordeaux,Blaye Côtes de Bordeaux,,Château Clos Mansio
80768,France,Bordeaux,Saint-Croix-du-Mont,,Château du Pavillon
80770,France,Bordeaux,Côtes de Bourg,,Château Haut-Mévret
80778,France,France Other,Ile de Beauté,,Domaine de Lischetto
80835,Italy,Lombardy,Franciacorta,,Enrico Gatti
80865,Portugal,Port,,,Viera de Sousa
80885,New Zealand,Hawke's Bay,,,Matariki
80888,South Africa,Coastal Region,,,Môreson
80893,Spain,Northern Spain,Cigales,,Valdetan
80901,US,California,Paso Robles,Central Coast,Villicana
80910,France,Loire Valley,Chinon,,Pascal & Alain Lorieux
80950,France,Loire Valley,Saumur-Champigny,,Antoine Sanzay
80952,France,Loire Valley,Saumur-Champigny,,Clos des Cordeliers
80974,Spain,Northern Spain,Ribera del Duero,,Marqués de Valparaíso
80975,Spain,Central Spain,La Mancha,,San Antonio Abad
80978,France,Bordeaux,Bordeaux Supérieur,,Château le Peuy Saincrit
80979,France,Bordeaux,Bordeaux Supérieur,,Château Pabus
80981,France,Bordeaux,Bordeaux,,Château Puy Marceau
80982,France,Bordeaux,Bordeaux Supérieur,,Château Roc de Levraut
81008,France,Bordeaux,Haut-Médoc,,Château Laride
81010,US,Washington,Columbia Valley (WA),Columbia Valley,Corvidae
81079,Ukraine,Ukraine,,,Koblevo
81093,France,Loire Valley,Vouvray,,Rémy-Pannier
81098,France,Loire Valley,Sancerre,,Hervé Baudry
81166,US,Virginia,Monticello,,Albemarle
81176,US,California,Carneros,Napa-Sonoma,Angel's Secret
81217,France,Champagne,Champagne,,G.H. Martel
81223,France,Southwest France,Gaillac,,Robert et Bernard Plageoles
81238,France,Burgundy,Santenay,,Domaine Claude Nouveau
81247,Spain,Northern Spain,Rioja,,Aticus
81289,France,Beaujolais,Morgon,,Marcel Lapierre
